CardNumber,CategoryName,CategoryNameSEO,HeadingID,ItemNameSEO,LotsFound,SetName,SetNameSEO,SpecDescription,SpecID,SpecSubjectName,SportCategoryID,Variety,YearIssued
285,Basketball Cards,basketball-cards,118408,nerlens-noel,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,285,Nerlens Noel,Red Prizm",2133743,Nerlens Noel,20019,Red Prizm,2013
285,Basketball Cards,basketball-cards,118408,nerlens-noel,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,285,Nerlens Noel,Prizm",2378452,Nerlens Noel,20019,Prizm,2013
263,Basketball Cards,basketball-cards,118408,ben-mclemore,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,263,Ben McLemore,Light Blue Die-Cut Prizm",2852352,Ben McLemore,20019,Light Blue Die-Cut Prizm,2013
263,Basketball Cards,basketball-cards,118408,ben-mclemore,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,263,Ben McLemore",2073376,Ben McLemore,20019,,2013
263,Basketball Cards,basketball-cards,118408,ben-mclemore,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,263,Ben McLemore,Prizm",2356781,Ben McLemore,20019,Prizm,2013
263,Basketball Cards,basketball-cards,118408,ben-mclemore,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,263,Ben McLemore,Green Prizm",2264883,Ben McLemore,20019,Green Prizm,2013
284,Basketball Cards,basketball-cards,118408,kentavious-caldwell-pope,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,284,Kentavious Caldwell-Pope,Prizm",2670593,Kentavious Caldwell-Pope,20019,Prizm,2013
284,Basketball Cards,basketball-cards,118408,kentavious-caldwell-pope,4,Panini Prizm,panini-prizm,"2013,Panini Prizm,284,Kentavious Caldwell-Pope",2493959,Kentavious Caldwell-Pope,20019,,2013
284,Basketball Cards,basketball-cards,118408,kentavious-caldwell-pope,3,Panini Prizm,panini-prizm,"2013,Panini Prizm,284,Kentavious Caldwell-Pope,Red White and Blue Mosaic Prizm",2446423,Kentavious Caldwell-Pope,20019,Red White and Blue Mosaic Prizm,2013
284,Basketball Cards,basketball-cards,118408,kentavious-caldwell-pope,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,284,Kentavious Caldwell-Pope,Gold Prizm",2670518,Kentavious Caldwell-Pope,20019,Gold Prizm,2013
284,Basketball Cards,basketball-cards,118408,kentavious-caldwell-pope,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,284,Kentavious Caldwell-Pope,Orange Prizm",2670590,Kentavious Caldwell-Pope,20019,Orange Prizm,2013
284,Basketball Cards,basketball-cards,118408,kentavious-caldwell-pope,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,284,Kentavious Caldwell-Pope,Purple Die-Cut Prizm",4728401,Kentavious Caldwell-Pope,20019,Purple Die-Cut Prizm,2013
282,Basketball Cards,basketball-cards,118408,trey-burke,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,282,Trey Burke,Prizm",2110341,Trey Burke,20019,Prizm,2013
282,Basketball Cards,basketball-cards,118408,trey-burke,4,Panini Prizm,panini-prizm,"2013,Panini Prizm,282,Trey Burke,Red Prizm",2052934,Trey Burke,20019,Red Prizm,2013
282,Basketball Cards,basketball-cards,118408,trey-burke,31,Panini Prizm,panini-prizm,"2013,Panini Prizm,282,Trey Burke",2053848,Trey Burke,20019,,2013
282,Basketball Cards,basketball-cards,118408,trey-burke,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,282,Trey Burke,Light Blue Die-Cut Prizm",2098010,Trey Burke,20019,Light Blue Die-Cut Prizm,2013
282,Basketball Cards,basketball-cards,118408,trey-burke,3,Panini Prizm,panini-prizm,"2013,Panini Prizm,282,Trey Burke,Green Prizm",2098091,Trey Burke,20019,Green Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,9,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Red Prizm",2792636,C.J. McCollum,20019,Red Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,5,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Green Prizm",2463085,C.J. McCollum,20019,Green Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,17,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Red White and Blue Pulsar Prizm",2513042,C.J. McCollum,20019,Red White and Blue Pulsar Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,21,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Red White and Blue Mosaic Prizm",4727489,C.J. McCollum,20019,Red White and Blue Mosaic Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,10,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Light Blue Die-Cut Prizm",2669283,C.J. McCollum,20019,Light Blue Die-Cut Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,3,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Blue Prizm",2649723,C.J. McCollum,20019,Blue Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,5,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Purple Die-Cut Prizm",2352222,C.J. McCollum,20019,Purple Die-Cut Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,14,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Prizm",2379195,C.J. McCollum,20019,Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,17,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum,Orange Prizm",2319538,C.J. McCollum,20019,Orange Prizm,2013
283,Basketball Cards,basketball-cards,118408,c-j-mccollum,259,Panini Prizm,panini-prizm,"2013,Panini Prizm,283,C.J. McCollum",2322311,C.J. McCollum,20019,,2013
265,Basketball Cards,basketball-cards,118408,michael-carter-williams,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,265,Michael Carter-Williams,Blue Prizm",2103460,Michael Carter-Williams,20019,Blue Prizm,2013
265,Basketball Cards,basketball-cards,118408,michael-carter-williams,14,Panini Prizm,panini-prizm,"2013,Panini Prizm,265,Michael Carter-Williams",2024727,Michael Carter-Williams,20019,,2013
291,Basketball Cards,basketball-cards,118408,steven-adams,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,291,Steven Adams,Red Prizm",2915695,Steven Adams,20019,Red Prizm,2013
291,Basketball Cards,basketball-cards,118408,steven-adams,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,291,Steven Adams,Red White and Blue Mosaic Prizm",2541564,Steven Adams,20019,Red White and Blue Mosaic Prizm,2013
291,Basketball Cards,basketball-cards,118408,steven-adams,5,Panini Prizm,panini-prizm,"2013,Panini Prizm,291,Steven Adams,Prizm",2378458,Steven Adams,20019,Prizm,2013
291,Basketball Cards,basketball-cards,118408,steven-adams,69,Panini Prizm,panini-prizm,"2013,Panini Prizm,291,Steven Adams",2395030,Steven Adams,20019,,2013
291,Basketball Cards,basketball-cards,118408,steven-adams,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,291,Steven Adams,Green Prizm",2426880,Steven Adams,20019,Green Prizm,2013
291,Basketball Cards,basketball-cards,118408,steven-adams,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,291,Steven Adams,Blue Prizm",2426881,Steven Adams,20019,Blue Prizm,2013
272,Basketball Cards,basketball-cards,118408,kelly-olynyk,7,Panini Prizm,panini-prizm,"2013,Panini Prizm,272,Kelly Olynyk",2588354,Kelly Olynyk,20019,,2013
272,Basketball Cards,basketball-cards,118408,kelly-olynyk,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,272,Kelly Olynyk,Gold Prizm",2397170,Kelly Olynyk,20019,Gold Prizm,2013
272,Basketball Cards,basketball-cards,118408,kelly-olynyk,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,272,Kelly Olynyk,Green Prizm",2463086,Kelly Olynyk,20019,Green Prizm,2013
272,Basketball Cards,basketball-cards,118408,kelly-olynyk,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,272,Kelly Olynyk,Prizm",2640409,Kelly Olynyk,20019,Prizm,2013
261,Basketball Cards,basketball-cards,118408,shabazz-muhammad,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,261,Shabazz Muhammad,Prizm",2356775,Shabazz Muhammad,20019,Prizm,2013
261,Basketball Cards,basketball-cards,118408,shabazz-muhammad,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,261,Shabazz Muhammad",2317058,Shabazz Muhammad,20019,,2013
098,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,14,Panini Prizm,panini-prizm,"2013,Panini Prizm,098,Giannis Antetokounmpo,Red White and Blue Pulsar Prizm",2462841,Giannis Antetokounmpo,20019,Red White and Blue Pulsar Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,91,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Red White and Blue Mosaic Prizm",2755617,Giannis Antetokounmpo,20019,Red White and Blue Mosaic Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Gold Prizm",2145738,Giannis Antetokounmpo,20019,Gold Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,61,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Red White and Blue Pulsar Prizm",2031766,Giannis Antetokounmpo,20019,Red White and Blue Pulsar Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,38,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Red Prizm",2066486,Giannis Antetokounmpo,20019,Red Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,30,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Light Blue Die-Cut Prizm",2110412,Giannis Antetokounmpo,20019,Light Blue Die-Cut Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Orange Prizm",2309526,Giannis Antetokounmpo,20019,Orange Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,6,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Purple Die-Cut Prizm",2378469,Giannis Antetokounmpo,20019,Purple Die-Cut Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,43,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Blue Prizm",2319529,Giannis Antetokounmpo,20019,Blue Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,106,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Prizm",2110454,Giannis Antetokounmpo,20019,Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,45,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo,Green Prizm",2066479,Giannis Antetokounmpo,20019,Green Prizm,2013
290,Basketball Cards,basketball-cards,118408,giannis-antetokounmpo,2746,Panini Prizm,panini-prizm,"2013,Panini Prizm,290,Giannis Antetokounmpo",2098036,Giannis Antetokounmpo,20019,,2013
183,Basketball Cards,basketball-cards,153946,tony-snell,2,Panini Prizm,panini-prizm,"2017,Panini Prizm,183,Tony Snell,Green Pulsar",2688653,Tony Snell,20019,Green Pulsar,2017
294,Basketball Cards,basketball-cards,118408,gorgui-dieng,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,294,Gorgui Dieng,Gold Prizm",2749695,Gorgui Dieng,20019,Gold Prizm,2013
294,Basketball Cards,basketball-cards,118408,gorgui-dieng,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,294,Gorgui Dieng,Orange Prizm",2465309,Gorgui Dieng,20019,Orange Prizm,2013
294,Basketball Cards,basketball-cards,118408,gorgui-dieng,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,294,Gorgui Dieng",2136597,Gorgui Dieng,20019,,2013
288,Basketball Cards,basketball-cards,118408,mason-plumlee,2,Panini Prizm,panini-prizm,"2013,Panini Prizm,288,Mason Plumlee,Prizm",2572387,Mason Plumlee,20019,Prizm,2013
288,Basketball Cards,basketball-cards,118408,mason-plumlee,4,Panini Prizm,panini-prizm,"2013,Panini Prizm,288,Mason Plumlee",2066759,Mason Plumlee,20019,,2013
277,Basketball Cards,basketball-cards,118408,solomon-hill,1,Panini Prizm,panini-prizm,"2013,Panini Prizm,277,Solomon Hill,Prizm",2678243,Solomon Hill,20019,Prizm,2013
189,Basketball Cards,basketball-cards,107837,tim-hardaway,6,Panini Prizm,panini-prizm,"2012,Panini Prizm,189,Tim Hardaway,Prizm",2892854,Tim Hardaway,20019,Prizm,2012
189,Basketball Cards,basketball-cards,107837,tim-hardaway,7,Panini Prizm,panini-prizm,"2012,Panini Prizm,189,Tim Hardaway",3883729,Tim Hardaway,20019,,2012
177,Basketball Cards,basketball-cards,153946,reggie-bullock,1,Panini Prizm,panini-prizm,"2017,Panini Prizm,177,Reggie Bullock,Red Shimmer",4505584,Reggie Bullock,20019,Red Shimmer,2017
211,Basketball Cards,basketball-cards,133795,rudy-gobert,1,Panini Prizm,panini-prizm,"2015,Panini Prizm,211,Rudy Gobert,Mojo Prizm",2611939,Rudy Gobert,20019,Mojo Prizm,2015
211,Basketball Cards,basketball-cards,133795,rudy-gobert,5,Panini Prizm,panini-prizm,"2015,Panini Prizm,211,Rudy Gobert,Silver Prizm",2977431,Rudy Gobert,20019,Silver Prizm,2015
211,Basketball Cards,basketball-cards,133795,rudy-gobert,2,Panini Prizm,panini-prizm,"2015,Panini Prizm,211,Rudy Gobert,White Sparkle Prizm",2557732,Rudy Gobert,20019,White Sparkle Prizm,2015
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,4,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Purple Die-Cut Prizm",2160565,Andrew Wiggins,20019,Purple Die-Cut Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,25,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Red/White/Blue Pulsar Prizm",2160871,Andrew Wiggins,20019,Red/White/Blue Pulsar Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,5,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Orange Die-Cut Prizm",2148679,Andrew Wiggins,20019,Orange Die-Cut Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,23,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Green Prizm",2148681,Andrew Wiggins,20019,Green Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,52,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Prizm",2142291,Andrew Wiggins,20019,Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,47,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Blue & Green Mosaic Prizm",2142299,Andrew Wiggins,20019,Blue & Green Mosaic Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,5,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Red Prizm",2142301,Andrew Wiggins,20019,Red Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,2,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Blue Mojo Prizm",2143246,Andrew Wiggins,20019,Blue Mojo Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,2,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Light Blue Prizm",2422461,Andrew Wiggins,20019,Light Blue Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,2,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Red Pulsar Prizm",2422463,Andrew Wiggins,20019,Red Pulsar Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,1,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Gold Pulsar Prizm",2422624,Andrew Wiggins,20019,Gold Pulsar Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,1,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Blue Wave Prizm",2397615,Andrew Wiggins,20019,Blue Wave Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,3,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Blue Prizm",2257506,Andrew Wiggins,20019,Blue Prizm,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,465,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins",2132483,Andrew Wiggins,20019,,2014
251,Basketball Cards,basketball-cards,126342,andrew-wiggins,58,Panini Prizm,panini-prizm,"2014,Panini Prizm,251,Andrew Wiggins,Yellow & Red Mosaic Prizm",2137751,Andrew Wiggins,20019,Yellow & Red Mosaic Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,3,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Purple Die-Cut Prizm",2164420,Jabari Parker,20019,Purple Die-Cut Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,53,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker",2132484,Jabari Parker,20019,,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,13,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Yellow & Red Mosaic Prizm",2142330,Jabari Parker,20019,Yellow & Red Mosaic Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,3,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Orange Die-Cut Prizm",2142334,Jabari Parker,20019,Orange Die-Cut Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,2,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Light Blue Prizm",2142337,Jabari Parker,20019,Light Blue Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,13,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Blue & Green Mosaic Prizm",2138837,Jabari Parker,20019,Blue & Green Mosaic Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,1,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Red Prizm",2678236,Jabari Parker,20019,Red Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,1,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Black Prizm 1/1",2450594,Jabari Parker,20019,Black Prizm 1/1,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,1,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Gold Prizm",2452013,Jabari Parker,20019,Gold Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,11,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Green Prizm",2185116,Jabari Parker,20019,Green Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,2,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Red Pulsar Prizm",2264774,Jabari Parker,20019,Red Pulsar Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,3,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Blue Mojo Prizm",2396387,Jabari Parker,20019,Blue Mojo Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,1,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Blue Prizm",2192042,Jabari Parker,20019,Blue Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,20,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Prizm",2257836,Jabari Parker,20019,Prizm,2014
252,Basketball Cards,basketball-cards,126342,jabari-parker,13,Panini Prizm,panini-prizm,"2014,Panini Prizm,252,Jabari Parker,Red/White/Blue Pulsar Prizm",2174281,Jabari Parker,20019,Red/White/Blue Pulsar Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,76,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Yellow & Red Mosaic Prizm",2152988,Joel Embiid,20019,Yellow & Red Mosaic Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,67,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Red/White/Blue Pulsar Prizm",2142228,Joel Embiid,20019,Red/White/Blue Pulsar Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,27,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Orange Die-Cut Prizm",2142360,Joel Embiid,20019,Orange Die-Cut Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,3,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Blue Wave Prizm",2589225,Joel Embiid,20019,Blue Wave Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,3,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Red Pulsar Prizm",2875040,Joel Embiid,20019,Red Pulsar Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,7,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Gold Prizm",3013827,Joel Embiid,20019,Gold Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,9,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Blue Prizm",2490692,Joel Embiid,20019,Blue Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,19,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Blue Mojo Prizm",2470395,Joel Embiid,20019,Blue Mojo Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,4,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Gold Pulsar Prizm",2434277,Joel Embiid,20019,Gold Pulsar Prizm,2014
253,Basketball Cards,basketball-cards,126342,joel-embiid,40,Panini Prizm,panini-prizm,"2014,Panini Prizm,253,Joel Embiid,Green Prizm",2383477,Joel Embiid,20019,Green Prizm,2014
